stock_ticker,sic
WHR,3630
WHR,3630
WKHS,3711
WLA,2834
WLL,1311
WLL.2,1311
WLL.2,1311
WM,4953
WM,4953
WMB,4922
WMB,4922
WMT,5331
WMT,5331
WOLF,3674
WOOF,5990
WORK,7370
WP,7374
WPX,1311
WSM,5961
WSM,5961
WST,3060
WTW,6411
WTW,6411
WU,6099
WU,6099
WWAV,2020
WWAV.B,2020
WWCA,3523
WWY,2060
WY,2400
WYE,2834
WYE.P,2834
WYNN,7990
WYNN,7990
X,3312
X,3312
XEC,1311
XEL,4931
XEL,4931
XEL.PA,4931
XEL.PB,4931
XEL.PC,4931
XEL.PD,4931
XEL4,4911
XGM,3711
XLNX,3674
XLNX,3674
XMSR,4832
XOM,2911
XOM,2911
XOXO,7370
XPO,4213
XRAY,3843
XRAY,3843
XRX,3577
XRX,3577
XTO,1311
XTO,1311
XYL,3561
YELP,7370
YUM,5812
YUM,5812
YUMC,5812
Z,7370
Z.1,5661
Z.1,5661
ZAYO,4899
ZBH,3842
ZBRA,3577
ZEN,7370
ZG,7370
ZI,7370
ZION,6020
ZION,6020
ZM,7370
ZNGA,7372
ZS,7370
ZTS,2834
ZTS.WI,2834
